Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status,arr_date,booking_date
INN18846,2,0,2,2,Meal Plan 1,0,Room_Type 4,141,2018,4,17,Offline,0,0,0,80.75,0,Not_Canceled,2018-04-17,2017-11-27
INN19011,2,0,2,0,Meal Plan 2,0,Room_Type 1,275,2018,4,17,Offline,0,0,0,110.0,0,Canceled,2018-04-17,2017-07-16
INN19959,2,0,2,1,Meal Plan 1,0,Room_Type 1,116,2018,4,17,Online,0,0,0,81.9,1,Not_Canceled,2018-04-17,2017-12-22
INN19973,2,0,2,1,Not Selected,0,Room_Type 1,79,2018,4,17,Online,0,0,0,88.5,0,Canceled,2018-04-17,2018-01-28
INN20183,1,0,2,2,Meal Plan 1,0,Room_Type 1,2,2018,4,17,Offline,0,0,0,61.38,0,Not_Canceled,2018-04-17,2018-04-15
INN21178,2,0,2,2,Meal Plan 1,0,Room_Type 1,31,2018,4,17,Online,0,0,0,96.75,2,Not_Canceled,2018-04-17,2018-03-17
INN21269,2,0,2,1,Meal Plan 1,0,Room_Type 1,64,2018,4,17,Online,0,0,0,99.3,1,Not_Canceled,2018-04-17,2018-02-12
INN21367,2,0,2,1,Meal Plan 1,0,Room_Type 1,69,2018,4,17,Online,0,0,0,99.3,0,Not_Canceled,2018-04-17,2018-02-07
INN21412,2,0,1,0,Not Selected,0,Room_Type 1,3,2018,4,17,Online,0,0,0,89.0,0,Not_Canceled,2018-04-17,2018-04-14
INN22211,2,0,2,1,Meal Plan 1,0,Room_Type 1,20,2018,4,17,Online,0,0,0,77.77,1,Not_Canceled,2018-04-17,2018-03-28
INN23214,2,0,2,2,Meal Plan 1,0,Room_Type 1,2,2018,4,17,Offline,0,0,0,72.75,0,Not_Canceled,2018-04-17,2018-04-15
INN23389,2,0,2,2,Meal Plan 1,0,Room_Type 4,106,2018,4,17,Online,0,0,0,90.95,1,Not_Canceled,2018-04-17,2018-01-01
INN23795,1,0,1,0,Meal Plan 1,0,Room_Type 1,11,2018,4,17,Online,0,0,0,95.0,0,Not_Canceled,2018-04-17,2018-04-06
INN24090,2,0,2,1,Meal Plan 1,0,Room_Type 1,34,2018,4,17,Online,0,0,0,99.3,0,Canceled,2018-04-17,2018-03-14
INN24165,2,0,1,0,Meal Plan 1,0,Room_Type 1,9,2018,4,17,Online,0,0,0,101.0,0,Canceled,2018-04-17,2018-04-08
INN24327,2,0,2,0,Not Selected,0,Room_Type 1,56,2018,4,17,Online,0,0,0,90.0,0,Canceled,2018-04-17,2018-02-20
INN24575,2,0,2,3,Meal Plan 1,0,Room_Type 1,25,2018,4,17,Online,0,0,0,109.4,1,Not_Canceled,2018-04-17,2018-03-23
INN24940,2,0,2,1,Meal Plan 1,0,Room_Type 1,28,2018,4,17,Online,0,0,0,97.63,1,Canceled,2018-04-17,2018-03-20
INN25193,2,0,1,0,Not Selected,0,Room_Type 1,137,2018,4,17,Online,0,0,0,94.5,0,Not_Canceled,2018-04-17,2017-12-01
INN25218,2,0,2,0,Meal Plan 2,0,Room_Type 1,275,2018,4,17,Offline,0,0,0,110.0,0,Canceled,2018-04-17,2017-07-16
INN25357,2,0,2,5,Meal Plan 2,0,Room_Type 4,77,2018,4,17,Online,0,0,0,146.93,1,Canceled,2018-04-17,2018-01-30
INN25439,2,0,2,1,Not Selected,0,Room_Type 1,48,2018,4,17,Online,0,0,0,88.5,1,Not_Canceled,2018-04-17,2018-02-28
INN25770,2,0,2,0,Meal Plan 2,0,Room_Type 1,275,2018,4,17,Offline,0,0,0,110.0,0,Canceled,2018-04-17,2017-07-16
INN25813,2,0,2,0,Meal Plan 1,0,Room_Type 1,2,2018,4,17,Online,0,0,0,101.0,1,Not_Canceled,2018-04-17,2018-04-15
INN25959,2,0,2,0,Meal Plan 2,0,Room_Type 1,275,2018,4,17,Offline,0,0,0,110.0,0,Canceled,2018-04-17,2017-07-16
INN25986,2,0,2,0,Meal Plan 2,0,Room_Type 1,275,2018,4,17,Offline,0,0,0,110.0,0,Canceled,2018-04-17,2017-07-16
INN26794,2,0,2,2,Meal Plan 1,0,Room_Type 1,31,2018,4,17,Online,0,0,0,96.75,1,Not_Canceled,2018-04-17,2018-03-17
INN26965,2,0,2,2,Meal Plan 1,0,Room_Type 1,160,2018,4,17,Online,0,0,0,107.0,1,Canceled,2018-04-17,2017-11-08
INN27023,2,0,2,0,Not Selected,0,Room_Type 1,28,2018,4,17,Online,0,0,0,89.0,0,Not_Canceled,2018-04-17,2018-03-20
INN27038,2,0,2,2,Meal Plan 1,0,Room_Type 1,74,2018,4,17,Offline,0,0,0,75.0,0,Not_Canceled,2018-04-17,2018-02-02
INN27634,2,0,2,0,Meal Plan 2,0,Room_Type 1,275,2018,4,17,Offline,0,0,0,110.0,0,Canceled,2018-04-17,2017-07-16
INN28179,1,0,2,1,Meal Plan 1,0,Room_Type 1,35,2018,4,17,Online,0,0,0,93.9,0,Canceled,2018-04-17,2018-03-13
INN28951,2,0,2,3,Meal Plan 1,0,Room_Type 1,106,2018,4,17,Online,0,0,0,82.45,0,Not_Canceled,2018-04-17,2018-01-01
INN28992,2,0,2,0,Meal Plan 2,0,Room_Type 1,275,2018,4,17,Offline,0,0,0,110.0,0,Canceled,2018-04-17,2017-07-16
INN29028,2,0,2,2,Meal Plan 1,0,Room_Type 1,134,2018,4,17,Online,0,0,0,80.75,1,Not_Canceled,2018-04-17,2017-12-04
INN29656,2,0,2,3,Meal Plan 1,0,Room_Type 4,93,2018,4,17,Online,0,0,0,99.45,1,Not_Canceled,2018-04-17,2018-01-14
INN29752,2,1,2,2,Meal Plan 1,0,Room_Type 1,25,2018,4,17,Online,0,0,0,125.5,0,Not_Canceled,2018-04-17,2018-03-23
INN30251,2,0,2,2,Meal Plan 1,0,Room_Type 1,96,2018,4,17,Online,0,0,0,84.58,1,Not_Canceled,2018-04-17,2018-01-11
INN30787,2,0,2,1,Not Selected,0,Room_Type 1,3,2018,4,17,Online,0,0,0,89.0,0,Canceled,2018-04-17,2018-04-14
INN30809,2,0,2,2,Meal Plan 1,0,Room_Type 1,100,2018,4,17,Offline,0,0,0,80.75,1,Not_Canceled,2018-04-17,2018-01-07
INN30879,2,0,2,0,Meal Plan 1,0,Room_Type 1,28,2018,4,17,Online,0,0,0,101.0,1,Not_Canceled,2018-04-17,2018-03-20
INN31310,3,0,2,3,Meal Plan 1,0,Room_Type 4,24,2018,4,17,Online,0,0,0,145.4,2,Not_Canceled,2018-04-17,2018-03-24
INN31796,2,0,2,0,Meal Plan 2,0,Room_Type 1,275,2018,4,17,Offline,0,0,0,110.0,0,Canceled,2018-04-17,2017-07-16
INN31806,2,0,2,0,Meal Plan 2,0,Room_Type 1,275,2018,4,17,Offline,0,0,0,110.0,0,Canceled,2018-04-17,2017-07-16
INN32139,1,0,2,1,Meal Plan 1,0,Room_Type 1,32,2018,4,17,Online,0,0,0,85.5,0,Canceled,2018-04-17,2018-03-16
INN32175,2,0,2,0,Meal Plan 2,0,Room_Type 1,275,2018,4,17,Offline,0,0,0,110.0,0,Canceled,2018-04-17,2017-07-16
INN32325,2,0,2,0,Meal Plan 2,0,Room_Type 1,275,2018,4,17,Offline,0,0,0,110.0,0,Canceled,2018-04-17,2017-07-16
INN32480,2,0,2,1,Meal Plan 1,0,Room_Type 1,70,2018,4,17,Online,0,0,0,99.3,0,Not_Canceled,2018-04-17,2018-02-06
INN32506,2,0,2,0,Meal Plan 1,0,Room_Type 4,40,2018,4,17,Online,0,0,0,114.3,0,Canceled,2018-04-17,2018-03-08
INN32643,2,0,2,0,Meal Plan 2,0,Room_Type 1,275,2018,4,17,Offline,0,0,0,110.0,0,Canceled,2018-04-17,2017-07-16
INN32745,2,0,2,0,Meal Plan 2,0,Room_Type 1,275,2018,4,17,Offline,0,0,0,110.0,0,Canceled,2018-04-17,2017-07-16
INN33052,2,0,1,0,Not Selected,0,Room_Type 1,3,2018,4,17,Online,0,0,0,89.0,0,Not_Canceled,2018-04-17,2018-04-14
INN33349,2,0,2,0,Meal Plan 2,0,Room_Type 1,275,2018,4,17,Offline,0,0,0,110.0,0,Canceled,2018-04-17,2017-07-16
INN33562,2,1,2,1,Meal Plan 1,0,Room_Type 1,28,2018,4,17,Online,0,0,0,115.03,1,Canceled,2018-04-17,2018-03-20
INN34061,2,0,1,0,Not Selected,0,Room_Type 1,1,2018,4,17,Online,0,0,0,89.0,2,Not_Canceled,2018-04-17,2018-04-16
INN34253,1,0,2,3,Meal Plan 1,0,Room_Type 1,33,2018,4,17,Online,0,0,0,98.1,0,Canceled,2018-04-17,2018-03-15
INN34988,2,0,2,1,Meal Plan 1,0,Room_Type 4,105,2018,4,17,Online,0,0,0,96.3,0,Not_Canceled,2018-04-17,2018-01-02
INN35540,2,0,2,0,Meal Plan 2,0,Room_Type 1,275,2018,4,17,Offline,0,0,0,110.0,0,Canceled,2018-04-17,2017-07-16
INN35952,2,0,1,0,Not Selected,0,Room_Type 1,10,2018,4,17,Online,0,0,0,89.0,0,Canceled,2018-04-17,2018-04-07
INN36005,2,0,2,3,Meal Plan 1,0,Room_Type 1,194,2018,4,17,Online,0,0,0,77.23,2,Not_Canceled,2018-04-17,2017-10-05
INN36210,2,0,2,0,Meal Plan 2,0,Room_Type 1,275,2018,4,17,Offline,0,0,0,110.0,0,Canceled,2018-04-17,2017-07-16
INN01287,1,0,1,1,Meal Plan 1,0,Room_Type 1,3,2018,4,18,Offline,0,0,0,70.0,0,Not_Canceled,2018-04-18,2018-04-15
INN01369,2,0,1,3,Not Selected,0,Room_Type 1,109,2018,4,18,Online,0,0,0,76.5,1,Canceled,2018-04-18,2017-12-30
INN01378,2,0,1,3,Meal Plan 1,0,Room_Type 1,105,2018,4,18,Online,0,0,0,82.45,0,Not_Canceled,2018-04-18,2018-01-03
INN01504,2,0,1,1,Not Selected,0,Room_Type 1,52,2018,4,18,Online,0,0,0,85.5,0,Not_Canceled,2018-04-18,2018-02-25
INN01617,2,0,1,4,Meal Plan 1,0,Room_Type 2,111,2018,4,18,Online,0,0,0,76.97,0,Not_Canceled,2018-04-18,2017-12-28
INN01662,2,0,1,4,Meal Plan 1,0,Room_Type 4,18,2018,4,18,Online,0,0,0,107.25,1,Not_Canceled,2018-04-18,2018-03-31
INN01679,1,0,1,0,Meal Plan 1,0,Room_Type 1,5,2018,4,18,Corporate,0,0,0,95.0,0,Canceled,2018-04-18,2018-04-13
INN02036,2,0,1,0,Not Selected,0,Room_Type 1,1,2018,4,18,Online,0,0,0,99.0,0,Not_Canceled,2018-04-18,2018-04-17
INN02096,2,0,1,4,Meal Plan 2,0,Room_Type 1,26,2018,4,18,Offline,0,0,0,133.8,0,Not_Canceled,2018-04-18,2018-03-23
INN02131,2,0,1,3,Meal Plan 1,0,Room_Type 4,69,2018,4,18,Online,0,0,0,110.08,1,Not_Canceled,2018-04-18,2018-02-08
INN02189,2,0,1,3,Not Selected,0,Room_Type 1,137,2018,4,18,Online,0,0,0,80.75,1,Not_Canceled,2018-04-18,2017-12-02
INN02268,2,0,1,3,Not Selected,0,Room_Type 1,127,2018,4,18,Online,0,0,0,53.25,0,Not_Canceled,2018-04-18,2017-12-12
INN02606,2,0,1,3,Meal Plan 1,0,Room_Type 1,89,2018,4,18,Online,0,0,0,90.95,1,Not_Canceled,2018-04-18,2018-01-19
INN02716,2,0,1,1,Not Selected,0,Room_Type 1,56,2018,4,18,Online,0,0,0,85.5,1,Not_Canceled,2018-04-18,2018-02-21
INN02816,2,0,1,3,Not Selected,0,Room_Type 1,104,2018,4,18,Online,0,0,0,72.25,1,Canceled,2018-04-18,2018-01-04
INN04078,1,0,1,1,Meal Plan 1,0,Room_Type 1,5,2018,4,18,Online,0,0,0,95.0,1,Not_Canceled,2018-04-18,2018-04-13
INN04920,2,0,1,4,Meal Plan 2,0,Room_Type 1,26,2018,4,18,Offline,0,0,0,133.8,0,Not_Canceled,2018-04-18,2018-03-23
INN05309,2,0,1,3,Meal Plan 1,0,Room_Type 4,64,2018,4,18,Online,0,0,0,110.08,0,Canceled,2018-04-18,2018-02-13
INN05552,1,0,1,0,Not Selected,0,Room_Type 1,5,2018,4,18,Online,0,0,0,64.68,1,Not_Canceled,2018-04-18,2018-04-13
INN05803,2,0,1,3,Meal Plan 1,0,Room_Type 1,122,2018,4,18,Online,0,0,0,64.8,1,Not_Canceled,2018-04-18,2017-12-17
INN05944,1,0,1,0,Meal Plan 1,0,Room_Type 1,0,2018,4,18,Corporate,1,0,4,65.0,0,Not_Canceled,2018-04-18,2018-04-18
INN06552,2,0,1,4,Meal Plan 1,0,Room_Type 2,112,2018,4,18,Online,0,0,0,76.97,0,Not_Canceled,2018-04-18,2017-12-27
INN06917,2,0,1,1,Not Selected,0,Room_Type 1,23,2018,4,18,Online,0,0,0,89.0,0,Canceled,2018-04-18,2018-03-26
INN07803,2,0,1,0,Not Selected,0,Room_Type 1,2,2018,4,18,Online,0,0,0,89.0,0,Not_Canceled,2018-04-18,2018-04-16
INN07926,2,0,1,2,Meal Plan 1,0,Room_Type 1,105,2018,4,18,Offline,0,0,0,80.75,0,Not_Canceled,2018-04-18,2018-01-03
INN08621,1,0,1,1,Meal Plan 1,1,Room_Type 1,6,2018,4,18,Online,0,0,0,104.0,0,Not_Canceled,2018-04-18,2018-04-12
INN09308,1,0,1,0,Not Selected,0,Room_Type 1,4,2018,4,18,Online,0,0,0,89.0,1,Not_Canceled,2018-04-18,2018-04-14
INN09724,3,0,1,1,Meal Plan 1,0,Room_Type 4,35,2018,4,18,Online,0,0,0,137.7,2,Not_Canceled,2018-04-18,2018-03-14
INN09824,3,0,1,1,Meal Plan 1,0,Room_Type 4,35,2018,4,18,Online,0,0,0,128.7,2,Not_Canceled,2018-04-18,2018-03-14
INN09979,2,0,1,0,Meal Plan 1,0,Room_Type 4,40,2018,4,18,Online,0,0,0,109.8,0,Not_Canceled,2018-04-18,2018-03-09
INN10035,2,0,1,5,Meal Plan 1,0,Room_Type 1,32,2018,4,18,Online,0,0,0,73.32,0,Not_Canceled,2018-04-18,2018-03-17
INN10159,1,0,1,1,Meal Plan 1,0,Room_Type 1,4,2018,4,18,Corporate,1,1,14,67.0,1,Not_Canceled,2018-04-18,2018-04-14
INN10831,2,1,1,0,Meal Plan 1,0,Room_Type 1,11,2018,4,18,Online,0,0,0,119.0,1,Not_Canceled,2018-04-18,2018-04-07
INN11131,2,0,1,0,Not Selected,0,Room_Type 1,72,2018,4,18,Online,0,0,0,85.5,1,Canceled,2018-04-18,2018-02-05
INN11263,1,0,1,2,Meal Plan 1,0,Room_Type 1,90,2018,4,18,Online,0,0,0,90.9,1,Canceled,2018-04-18,2018-01-18
INN11758,2,0,1,2,Meal Plan 1,0,Room_Type 4,1,2018,4,18,Online,0,0,0,122.67,0,Not_Canceled,2018-04-18,2018-04-17
INN12150,1,0,1,3,Meal Plan 1,0,Room_Type 1,29,2018,4,18,Online,0,0,0,97.33,0,Not_Canceled,2018-04-18,2018-03-20
INN12567,2,0,1,2,Meal Plan 1,1,Room_Type 1,96,2018,4,18,Online,0,0,0,96.3,1,Not_Canceled,2018-04-18,2018-01-12
INN12585,1,0,1,0,Meal Plan 1,0,Room_Type 5,4,2018,4,18,Online,0,0,0,0.0,2,Not_Canceled,2018-04-18,2018-04-14
INN12706,2,0,1,2,Meal Plan 1,0,Room_Type 1,33,2018,4,18,Online,0,0,0,0.0,1,Not_Canceled,2018-04-18,2018-03-16
INN12792,1,0,1,1,Meal Plan 1,0,Room_Type 1,4,2018,4,18,Online,0,0,0,73.92,1,Not_Canceled,2018-04-18,2018-04-14
INN13420,1,0,1,3,Meal Plan 1,0,Room_Type 1,104,2018,4,18,Online,0,0,0,72.25,1,Canceled,2018-04-18,2018-01-04
INN13636,1,0,1,0,Meal Plan 1,0,Room_Type 1,13,2018,4,18,Online,0,0,0,95.0,1,Not_Canceled,2018-04-18,2018-04-05
INN13811,1,0,1,0,Meal Plan 1,0,Room_Type 1,7,2018,4,18,Online,0,0,0,104.0,0,Canceled,2018-04-18,2018-04-11
INN14812,1,0,1,1,Meal Plan 1,0,Room_Type 1,18,2018,4,18,Online,0,0,0,95.0,0,Canceled,2018-04-18,2018-03-31
INN15168,2,0,1,3,Meal Plan 1,0,Room_Type 1,96,2018,4,18,Online,0,0,0,82.45,1,Not_Canceled,2018-04-18,2018-01-12
INN15307,2,2,1,3,Meal Plan 1,0,Room_Type 6,14,2018,4,18,Online,0,0,0,191.5,0,Canceled,2018-04-18,2018-04-04
INN15377,2,0,1,4,Meal Plan 1,0,Room_Type 4,60,2018,4,18,Online,0,0,0,110.5,0,Not_Canceled,2018-04-18,2018-02-17
INN16070,2,0,1,2,Not Selected,0,Room_Type 1,75,2018,4,18,Offline,0,0,0,72.25,0,Not_Canceled,2018-04-18,2018-02-02
INN16159,1,0,1,1,Meal Plan 1,0,Room_Type 1,3,2018,4,18,Offline,0,0,0,70.0,0,Not_Canceled,2018-04-18,2018-04-15
INN16177,2,0,1,2,Meal Plan 1,0,Room_Type 1,96,2018,4,18,Online,0,0,0,87.3,1,Not_Canceled,2018-04-18,2018-01-12
INN16284,2,0,1,2,Meal Plan 1,0,Room_Type 1,125,2018,4,18,Offline,0,0,0,71.0,1,Not_Canceled,2018-04-18,2017-12-14
INN16360,2,0,1,1,Meal Plan 1,0,Room_Type 1,57,2018,4,18,Online,0,0,0,96.3,0,Canceled,2018-04-18,2018-02-20
INN16403,2,0,1,3,Not Selected,0,Room_Type 1,104,2018,4,18,Online,0,0,0,72.25,1,Canceled,2018-04-18,2018-01-04
INN16743,2,0,1,4,Meal Plan 1,0,Room_Type 1,108,2018,4,18,Online,0,0,0,82.4,0,Canceled,2018-04-18,2017-12-31
INN16816,2,0,1,3,Meal Plan 1,0,Room_Type 1,105,2018,4,18,Online,0,0,0,82.45,0,Not_Canceled,2018-04-18,2018-01-03
INN17441,2,0,1,3,Not Selected,0,Room_Type 1,100,2018,4,18,Online,0,0,0,72.25,1,Not_Canceled,2018-04-18,2018-01-08
INN17577,2,0,1,1,Not Selected,0,Room_Type 1,47,2018,4,18,Online,0,0,0,85.5,0,Canceled,2018-04-18,2018-03-02
INN18234,2,0,1,2,Meal Plan 1,0,Room_Type 4,77,2018,4,18,Online,0,0,0,115.8,1,Not_Canceled,2018-04-18,2018-01-31
INN18824,2,0,1,4,Meal Plan 2,0,Room_Type 1,26,2018,4,18,Offline,0,0,0,133.8,0,Not_Canceled,2018-04-18,2018-03-23
INN19223,2,0,1,3,Meal Plan 1,0,Room_Type 1,130,2018,4,18,Online,0,0,0,84.15,0,Not_Canceled,2018-04-18,2017-12-09
INN19512,2,0,1,3,Meal Plan 1,0,Room_Type 4,69,2018,4,18,Online,0,0,0,110.08,1,Not_Canceled,2018-04-18,2018-02-08
INN19932,2,0,1,0,Not Selected,0,Room_Type 1,54,2018,4,18,Online,0,0,0,85.5,0,Canceled,2018-04-18,2018-02-23
INN21388,2,1,1,1,Meal Plan 1,0,Room_Type 1,35,2018,4,18,Online,0,0,0,112.5,2,Not_Canceled,2018-04-18,2018-03-14
INN21994,2,2,1,1,Meal Plan 1,0,Room_Type 6,71,2018,4,18,Online,0,0,0,168.3,2,Not_Canceled,2018-04-18,2018-02-06
INN22106,2,0,1,2,Meal Plan 1,0,Room_Type 1,95,2018,4,18,Online,0,0,0,96.3,0,Canceled,2018-04-18,2018-01-13
INN22571,1,0,1,1,Meal Plan 1,0,Room_Type 1,22,2018,4,18,Online,0,0,0,95.0,0,Not_Canceled,2018-04-18,2018-03-27
INN23143,2,0,1,1,Not Selected,0,Room_Type 1,26,2018,4,18,Online,0,0,0,89.0,1,Not_Canceled,2018-04-18,2018-03-23
INN24290,2,0,1,4,Not Selected,0,Room_Type 1,33,2018,4,18,Online,0,0,0,90.54,0,Canceled,2018-04-18,2018-03-16
INN24856,1,0,1,1,Meal Plan 1,0,Room_Type 4,7,2018,4,18,Corporate,0,0,0,72.8,0,Not_Canceled,2018-04-18,2018-04-11
INN24876,2,0,1,3,Meal Plan 1,0,Room_Type 4,101,2018,4,18,Online,0,0,0,70.03,0,Canceled,2018-04-18,2018-01-07
INN24924,2,2,1,3,Meal Plan 1,0,Room_Type 6,56,2018,4,18,Online,0,0,0,165.33,0,Canceled,2018-04-18,2018-02-21
INN25391,1,0,1,1,Meal Plan 1,0,Room_Type 1,100,2018,4,18,Online,0,0,0,91.9,1,Not_Canceled,2018-04-18,2018-01-08
INN25465,2,0,1,0,Not Selected,0,Room_Type 1,54,2018,4,18,Online,0,0,0,85.5,0,Canceled,2018-04-18,2018-02-23
INN27204,2,1,1,4,Meal Plan 1,0,Room_Type 4,23,2018,4,18,Online,0,0,0,110.84,2,Not_Canceled,2018-04-18,2018-03-26
INN27827,2,0,1,2,Meal Plan 1,0,Room_Type 1,96,2018,4,18,Online,0,0,0,87.3,1,Not_Canceled,2018-04-18,2018-01-12
INN28097,2,0,1,0,Not Selected,0,Room_Type 1,2,2018,4,18,Online,0,0,0,89.0,0,Not_Canceled,2018-04-18,2018-04-16
INN28217,2,0,1,4,Meal Plan 2,0,Room_Type 1,26,2018,4,18,Offline,0,0,0,133.8,0,Not_Canceled,2018-04-18,2018-03-23
INN28301,2,0,1,3,Meal Plan 1,0,Room_Type 1,100,2018,4,18,Offline,0,0,0,65.96,0,Not_Canceled,2018-04-18,2018-01-08
INN29520,2,0,1,1,Not Selected,0,Room_Type 1,33,2018,4,18,Online,0,0,0,80.1,0,Not_Canceled,2018-04-18,2018-03-16
INN29902,2,0,1,0,Meal Plan 1,0,Room_Type 1,8,2018,4,18,Online,0,0,0,101.0,1,Not_Canceled,2018-04-18,2018-04-10
INN30890,2,0,1,3,Meal Plan 1,0,Room_Type 1,122,2018,4,18,Online,0,0,0,60.59,0,Not_Canceled,2018-04-18,2017-12-17
INN30926,2,0,1,2,Meal Plan 1,0,Room_Type 4,77,2018,4,18,Online,0,0,0,115.8,1,Not_Canceled,2018-04-18,2018-01-31
INN31324,2,0,1,4,Meal Plan 1,0,Room_Type 4,31,2018,4,18,Online,0,0,0,114.84,2,Not_Canceled,2018-04-18,2018-03-18
INN31603,2,1,1,3,Meal Plan 2,0,Room_Type 1,29,2018,4,18,Online,0,0,0,163.46,2,Not_Canceled,2018-04-18,2018-03-20
INN32288,2,0,1,4,Meal Plan 2,0,Room_Type 1,26,2018,4,18,Offline,0,0,0,133.8,0,Not_Canceled,2018-04-18,2018-03-23
INN32733,2,0,1,0,Meal Plan 1,0,Room_Type 1,29,2018,4,18,Online,0,0,0,101.0,1,Not_Canceled,2018-04-18,2018-03-20
INN33552,2,0,1,0,Meal Plan 1,0,Room_Type 1,1,2018,4,18,Online,0,0,0,111.0,0,Not_Canceled,2018-04-18,2018-04-17
INN33747,1,0,1,0,Meal Plan 1,0,Room_Type 1,28,2018,4,18,Online,0,0,0,95.0,0,Canceled,2018-04-18,2018-03-21
INN34111,2,0,1,3,Not Selected,0,Room_Type 1,104,2018,4,18,Online,0,0,0,72.25,1,Canceled,2018-04-18,2018-01-04
INN34943,2,0,1,1,Not Selected,0,Room_Type 1,71,2018,4,18,Online,0,0,0,85.5,0,Not_Canceled,2018-04-18,2018-02-06
INN35547,2,0,1,2,Meal Plan 1,0,Room_Type 1,125,2018,4,18,Offline,0,0,0,71.0,1,Not_Canceled,2018-04-18,2017-12-14
INN01058,1,0,0,2,Meal Plan 1,0,Room_Type 1,103,2018,4,19,Online,0,0,0,115.0,0,Canceled,2018-04-19,2018-01-06
INN01425,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,4,19,Online,0,0,0,111.0,0,Not_Canceled,2018-04-19,2018-04-19
INN01429,1,0,0,1,Meal Plan 1,0,Room_Type 1,59,2018,4,19,Online,0,0,0,85.5,0,Canceled,2018-04-19,2018-02-19
INN01982,1,0,0,2,Meal Plan 1,0,Room_Type 1,103,2018,4,19,Online,0,0,0,115.0,0,Canceled,2018-04-19,2018-01-06
INN02304,1,0,0,2,Meal Plan 1,0,Room_Type 1,103,2018,4,19,Online,0,0,0,115.0,0,Canceled,2018-04-19,2018-01-06
INN02871,1,0,0,2,Meal Plan 1,0,Room_Type 1,103,2018,4,19,Online,0,0,0,115.0,0,Canceled,2018-04-19,2018-01-06
INN03114,1,0,0,2,Meal Plan 1,0,Room_Type 1,103,2018,4,19,Online,0,0,0,115.0,0,Canceled,2018-04-19,2018-01-06
INN03694,2,2,0,4,Meal Plan 1,0,Room_Type 6,56,2018,4,19,Online,0,0,0,167.45,2,Not_Canceled,2018-04-19,2018-02-22
INN03700,1,0,0,2,Meal Plan 1,0,Room_Type 1,103,2018,4,19,Online,0,0,0,115.0,0,Canceled,2018-04-19,2018-01-06
INN03864,2,0,0,3,Meal Plan 1,0,Room_Type 1,154,2018,4,19,Offline,0,0,0,75.0,0,Not_Canceled,2018-04-19,2017-11-16
INN03995,1,0,0,2,Meal Plan 1,0,Room_Type 1,103,2018,4,19,Online,0,0,0,115.0,0,Canceled,2018-04-19,2018-01-06
INN04183,1,0,0,2,Meal Plan 1,0,Room_Type 1,1,2018,4,19,Offline,0,0,0,107.0,0,Not_Canceled,2018-04-19,2018-04-18
INN05606,1,0,0,2,Meal Plan 1,0,Room_Type 1,103,2018,4,19,Online,0,0,0,115.0,0,Canceled,2018-04-19,2018-01-06
INN06005,2,0,0,4,Meal Plan 1,0,Room_Type 4,29,2018,4,19,Online,0,0,0,120.35,0,Canceled,2018-04-19,2018-03-21
INN06334,1,0,0,2,Meal Plan 1,0,Room_Type 1,103,2018,4,19,Online,0,0,0,115.0,0,Canceled,2018-04-19,2018-01-06
INN07232,1,0,0,2,Meal Plan 1,0,Room_Type 1,103,2018,4,19,Online,0,0,0,115.0,0,Canceled,2018-04-19,2018-01-06
INN07421,2,0,0,1,Not Selected,0,Room_Type 1,14,2018,4,19,Online,0,0,0,89.0,0,Canceled,2018-04-19,2018-04-05
INN07440,1,0,0,2,Meal Plan 1,0,Room_Type 1,103,2018,4,19,Online,0,0,0,115.0,0,Canceled,2018-04-19,2018-01-06
INN07978,2,0,0,4,Meal Plan 1,0,Room_Type 1,130,2018,4,19,Offline,0,0,0,87.55,0,Not_Canceled,2018-04-19,2017-12-10
INN08265,1,0,0,2,Meal Plan 1,0,Room_Type 1,103,2018,4,19,Offline,0,0,0,115.0,0,Canceled,2018-04-19,2018-01-06
INN08696,2,0,0,3,Meal Plan 1,0,Room_Type 1,30,2018,4,19,Online,0,0,0,103.5,0,Not_Canceled,2018-04-19,2018-03-20
INN08992,1,0,0,2,Meal Plan 1,0,Room_Type 1,103,2018,4,19,Offline,0,0,0,115.0,0,Canceled,2018-04-19,2018-01-06
INN09672,1,0,0,2,Meal Plan 1,0,Room_Type 1,103,2018,4,19,Offline,0,0,0,115.0,0,Canceled,2018-04-19,2018-01-06
INN10138,2,0,0,1,Not Selected,0,Room_Type 1,3,2018,4,19,Online,0,0,0,89.0,2,Not_Canceled,2018-04-19,2018-04-16
INN10328,1,0,0,4,Meal Plan 1,0,Room_Type 1,13,2018,4,19,Aviation,0,0,0,95.0,0,Not_Canceled,2018-04-19,2018-04-06
INN10892,1,0,0,2,Meal Plan 1,0,Room_Type 1,103,2018,4,19,Offline,0,0,0,115.0,0,Canceled,2018-04-19,2018-01-06
INN11545,1,0,0,2,Meal Plan 1,0,Room_Type 1,103,2018,4,19,Offline,0,0,0,115.0,0,Canceled,2018-04-19,2018-01-06
